#Sample	chao1	observed_species	shannon	simpson
TS_FW_d1_12_1	1.0	1.0	-0	0.0
TS_FW_d1_12_2	2.0	2.0	0.485460760746	0.18836565097
TS_FW_d2_00_1	2.0	2.0	0.367980786189	0.131149083518
TS_FW_d2_00_2	1.0	1.0	-0	0.0
TS_FW_d2_04_1	2.0	2.0	0.591672778582	0.244897959184
TS_FW_d2_04_2	2.0	2.0	0.101609311849	0.0261392044209
TS_FW_d2_07_1	2.0	2.0	0.0313435161696	0.0064308012487
TS_FW_d2_07_2	1.0	1.0	-0	0.0
TS_FW_d2_12_1	1.0	1.0	-0	0.0
TS_FW_d2_12_2	2.0	2.0	0.657272978468	0.281950872197
TS_SW_d1_04_1	2.0	2.0	0.177389453186	0.0519111111111
TS_SW_d1_04_2	2.0	2.0	0.122701609475	0.0329125890653
TS_SW_d1_07_1	2.0	2.0	0.323825547442	0.111198347107
TS_SW_d1_07_2	2.0	2.0	0.0291166810802	0.00589965337348
TS_SW_d1_12_1	2.0	2.0	0.463777349888	0.177371674281
TS_SW_d1_12_2	1.0	1.0	-0	0.0
TS_SW_d2_04_1	1.0	1.0	-0	0.0
TS_SW_d2_04_2	2.0	2.0	0.0559196366987	0.012738330046
TS_SW_d2_07_1	1.0	1.0	-0	0.0
TS_SW_d2_07_2	2.0	2.0	0.0196667402444	0.00373830464728
TS_SW_d2_12_1	2.0	2.0	0.0218724761254	0.00422831083022
TS_SW_d2_12_2	1.0	1.0	-0	0.0
d1_Ran_0_1	2.0	2.0	0.713058241858	0.314691973339
d1_Ran_0_2	2.0	2.0	0.207865060932	0.0633029326918
d1_Ran_F_e00_1	2.0	2.0	0.29680428921	0.0994364527462
d1_Ran_F_e00_2	2.0	2.0	0.114096102555	0.0301087912427
d1_Ran_F_e40_1	2.0	2.0	0.52470431318	0.208741881526
d1_Ran_F_e40_2	2.0	2.0	0.831734874724	0.387977777778
d1_Rcc_0_1	2.0	2.0	0.331604686105	0.114648325968
d1_Rcc_F_e00_1	2.0	2.0	0.481105858721	0.186142345182
d1_Rcc_F_e00_2	2.0	2.0	0.630007537679	0.266357763422
d1_Rcc_F_e40_1	2.0	2.0	0.630423497749	0.266593604865
d1_Rcc_F_e40_2	2.0	2.0	0.99802250932	0.498629934291
d1_Sal_0_1	2.0	2.0	0.918295834054	0.444444444444
d1_Sal_F_e00_1	2.0	2.0	0.302379878887	0.101834858902
d1_Sal_F_e00_2	2.0	2.0	0.0779042557366	0.0189496238546
d1_Sal_F_e40_1	2.0	2.0	0.631768611925	0.267356694882
d1_Sal_F_e40_2	2.0	2.0	0.918295834054	0.444444444444
d1_Stw_0_1	2.0	2.0	0.00699875978761	0.00114563903365
d1_Stw_F_e00_1	2.0	2.0	0.0523234545513	0.0117696192116
d1_Stw_F_e00_2	2.0	2.0	0.545257304196	0.219655067796
d1_Stw_F_e40_1	2.0	2.0	0.173195561894	0.0503864447087
d2_Ran_0_1	2.0	2.0	0.250983454706	0.0803077110146
d2_Ran_0_2	2.0	2.0	0.09782882001	0.0249613369524
d2_Ran_F_e00_1	2.0	2.0	0.357080943363	0.126141868512
d2_Ran_F_e40_1	2.0	2.0	0.0532535696419	0.0120187914243
d2_Ran_F_e40_2	2.0	2.0	0.708691268157	0.312088846881
d2_Rcc_0_1	2.0	2.0	0.985969027451	0.490306040699
d2_Rcc_F_e00_1	2.0	2.0	0.0104232357512	0.00180220623843
d2_Rcc_F_e40_1	2.0	2.0	0.0590088498075	0.0135817079407
d2_Rcc_F_e40_2	2.0	2.0	0.00094974680683	0.000123092072404
d2_Sal_0_1	2.0	2.0	0.0608397062438	0.0140863097235
d2_Sal_F_e00_1	2.0	2.0	0.0887246601233	0.0221725027785
d2_Sal_F_e00_2	2.0	2.0	0.00220937373173	0.000313774702033
d2_Sal_F_e40_1	2.0	2.0	0.0185617827189	0.00349649277238
d2_Sal_F_e40_2	2.0	2.0	0.0707494073971	0.0168764146673
d2_Stw_0_1	1.0	1.0	-0	0.0
d2_Stw_F_e00_1	1.0	1.0	-0	0.0
d2_Stw_F_e00_2	1.0	1.0	-0	0.0
d2_Stw_F_e40_1	2.0	2.0	0.300982891366	0.101232520232
