#Sample	chao1	observed_species	shannon	simpson
TS_FW_d2_00_1	1142.7027027	1051.0	8.6135011825	0.994338390395
TS_FW_d2_00_2	1222.52173913	1067.0	8.68271967697	0.994914001856
TS_FW_d2_04_1	1232.09090909	1163.0	8.39309585007	0.990728548557
TS_FW_d2_04_2	1146.6557377	1075.0	7.73153755663	0.979448416255
TS_FW_d2_07_1	1088.25	985.0	8.27875047177	0.992702711958
TS_FW_d2_07_2	1135.12676056	1064.0	8.72175576165	0.995525186671
TS_FW_d2_12_1	1115.51219512	1021.0	7.62073462012	0.983012450586
TS_FW_d2_12_2	1010.1010101	803.0	6.35357615488	0.965268483629
TS_SW_d1_04_1	1202.26666667	1113.0	8.44415007172	0.993519484514
TS_SW_d1_04_2	1183.12	1132.0	8.67804828628	0.994750825387
TS_SW_d1_07_1	1172.90625	1094.0	8.46641514438	0.993635123996
TS_SW_d1_07_2	1194.18518519	1152.0	8.86530684009	0.995805280162
TS_SW_d1_12_1	1137.01219512	1047.0	8.18162091349	0.991829155257
TS_SW_d1_12_2	1165.5	1113.0	8.75842717549	0.995562376802
TS_SW_d2_04_1	1127.0	1036.0	8.09982654966	0.989655619215
TS_SW_d2_04_2	1107.63392857	1046.0	8.40599772511	0.992646109591
TS_SW_d2_07_1	1087.08695652	1021.0	8.56516512748	0.994702185873
TS_SW_d2_07_2	1077.12987013	992.0	8.53370932059	0.994410449096
TS_SW_d2_12_1	1134.38636364	1077.0	8.47912304721	0.993844266133
TS_SW_d2_12_2	1079.0212766	942.0	7.9484255825	0.98606731981
d1_Ran_0_1	1041.67901235	911.0	8.067444599	0.992231949749
d1_Ran_0_2	1264.0	1149.0	8.47488245767	0.989397378512
d1_Ran_F_e00_1	1178.77966102	1075.0	7.66828004138	0.968379132065
d1_Ran_F_e00_2	1070.90769231	963.0	7.52243728483	0.97095646591
d1_Ran_F_e40_1	1214.73913043	1125.0	7.97954403801	0.987470645512
d1_Ran_F_e40_2	1261.725	1152.0	8.2257092892	0.990456197294
d1_Rcc_0_1	1190.12345679	1112.0	8.28239784603	0.990087596898
d1_Rcc_F_e00_1	1365.20689655	1219.0	7.99436223956	0.979652280773
d1_Rcc_F_e00_2	1242.75	1149.0	8.26143297495	0.990110952819
d1_Rcc_F_e40_1	1175.78	1067.0	8.21271487339	0.991525419401
d1_Rcc_F_e40_2	1262.0625	1172.0	7.98661930003	0.987162973995
d1_Sal_0_1	985.321428571	896.0	7.84651148082	0.989306391752
d1_Sal_F_e00_1	1152.34567901	1052.0	7.51711012226	0.972149955257
d1_Sal_F_e00_2	920.669902913	766.0	5.96130323028	0.896323945861
d1_Sal_F_e40_1	1119.0125	956.0	7.4738106899	0.982560606115
d1_Sal_F_e40_2	1147.28	1031.0	7.76823631119	0.988192479282
d1_Stw_0_1	889.8875	684.0	5.36763781912	0.873483745091
d1_Stw_F_e00_1	842.131578947	699.0	6.58877499285	0.954652940835
d1_Stw_F_e00_2	1145.05084746	902.0	7.70323880983	0.990973799044
d1_Stw_F_e40_1	912.081081081	771.0	7.34927746084	0.984329121906
d2_Ran_0_1	1124.16483516	1003.0	8.01110039995	0.99088577841
d2_Ran_0_2	916.721518987	790.0	7.79493617733	0.990280566582
d2_Ran_F_e00_1	1084.38541667	838.0	6.80920825688	0.977156255979
d2_Ran_F_e40_1	1108.46666667	1003.0	8.42103141729	0.993433698727
d2_Ran_F_e40_2	1184.8	1096.0	8.43758633308	0.993514343431
d2_Rcc_0_1	1304.13333333	1163.0	8.55619051328	0.993842439599
d2_Rcc_F_e00_1	1044.85714286	837.0	6.43766791573	0.960621971457
d2_Rcc_F_e40_1	1203.19811321	1074.0	8.23280715623	0.992169766785
d2_Rcc_F_e40_2	862.281690141	746.0	5.17549610856	0.878536013628
d2_Sal_0_1	1162.42352941	1111.0	7.35682246153	0.946601731026
d2_Sal_F_e00_1	1175.42857143	1044.0	7.41309675483	0.976099649829
d2_Sal_F_e00_2	1059.31111111	894.0	5.50136402521	0.841793166101
d2_Sal_F_e40_1	1034.11320755	941.0	7.63305245397	0.988285472271
d2_Sal_F_e40_2	1037.16129032	917.0	7.75153385845	0.989391702848
d2_Stw_0_1	767.894736842	634.0	5.0320419727	0.860408274571
d2_Stw_F_e00_1	391.333333333	262.0	5.0712106154	0.955537785517
d2_Stw_F_e00_2	915.916666667	748.0	6.33585583896	0.944546280266
d2_Stw_F_e40_1	1241.77205882	998.0	7.50764554059	0.987799666625
