Sequence_ID	sample_name
ASV_20151	Alt_d1_Ctrl_15T
ASV_20152	Alt_d1_Ctrl_10T
ASV_20153	Alt_d1_Ctrl_10T
ASV_20154	Alt_d1_SAL_2T
ASV_20155	Alt_d1_Ctrl_10T
ASV_20156	Alt_d1_Ctrl_5T
ASV_20157	Alt_d1_Ctrl_10T
ASV_20159	Alt_d1_Ctrl_10T
ASV_2016	Browns_ThreeSqA_D1
ASV_20160	Ran_d2_Rcc_e40_1
ASV_20161	Alt_d1_Ctrl_10T
ASV_20162	MayberryNW_CattailA_D2
ASV_20165	MayberryNE_CattailB_D1
ASV_20166	MayberryNE_CattailA_D1
ASV_20167	Browns_ThreeSqA_D1
ASV_20169	Sandmound_CattailA_D1
ASV_2017	TL_inc_d1_ASW_3
ASV_20170	MayberryNE_CattailA_D2
ASV_20171	Browns_ThreeSqA_D2
ASV_20174	MayberryNE_CattailC_D1
ASV_20175	MayberryNE_TuleA_D2
ASV_20176	Browns_ThreeSqA_D1
ASV_20177	Browns_ThreeSqC_D1
ASV_20178	Browns_ThreeSqA_D1
ASV_20179	Browns_ThreeSqB_D2
ASV_2018	Ran_d1_Rcc_e40_1
ASV_20181	MayberryNE_CattailB_D2
ASV_20182	Browns_ThreeSqC_D2
ASV_20184	MayberryNE_CattailA_D1
ASV_20185	MayberryNE_CattailA_D1
ASV_20186	MayberryNE_TuleA_D1
ASV_20187	MayberryNE_TuleA_D2
ASV_20188	MayberryNE_CattailC_D2
ASV_20189	MayberryNE_TuleA_D1
ASV_2019	Ran_d1_Sal_e40_1
ASV_20191	Browns_ThreeSqB_D1
ASV_20192	Browns_ThreeSqB_D1
ASV_20193	MayberryNE_TuleC_D1
ASV_20194	Browns_TuleC_D2
ASV_20195	Browns_ThreeSqB_D1
ASV_20196	Browns_ThreeSqA_D1
ASV_20199	Ran_d1_Rcc_e40_1
ASV_202	Alt_d2_Ctrl_5M
ASV_2020	Ran_d1_Rcc_e40_1
ASV_20200	Ran_d2_Rcc_e40_2
ASV_20201	Ran_d1_Sal_e40_2
ASV_20202	Ran_d1_Rcc_e40_1
ASV_20203	Ran_d1_Rcc_e40_1
ASV_20204	Ran_d1_Sal_e40_1
ASV_20206	Alt_d1_Ctrl_10T
ASV_20208	Ran_d2_Rcc_e40_1
ASV_20209	Ran_d2_Sal_e40_1
ASV_2021	Ran_d1_Sal_e40_1
ASV_20210	TL_inc_d1_DI_ctrl_2
ASV_20211	TL_inc_d1_ASW_4
ASV_20212	TL_inc_d1_DI_ctrl_2
ASV_20216	Alt_d1_Ctrl_3T
ASV_20217	Alt_d1_SAL_6T
ASV_20219	Alt_d1_SAL_12T
ASV_2022	Alt_d1_Ctrl_10T
ASV_20220	Alt_d1_Ctrl_15T
ASV_20221	Ran_d1_Rcc_e40_1
ASV_20222	Ran_d2_Sal_e40_2
ASV_20223	Ran_d2_Rcc_e40_1
ASV_20224	MayberryNE_TuleA_D2
ASV_20225	Alt_d1_Ctrl_5T
ASV_20226	Browns_TuleC_D1
ASV_20227	Browns_ThreeSqB_D2
ASV_20228	Browns_ThreeSqB_D2
ASV_20229	Browns_ThreeSqA_D2
ASV_2023	Ran_d1_Rcc_e40_1
ASV_20231	Browns_ThreeSqA_D2
ASV_20232	Browns_ThreeSqA_D1
ASV_20233	MayberryNW_CattailA_D1
ASV_20234	MayberryNE_CattailA_D1
ASV_20235	Browns_ThreeSqA_D1
ASV_20239	MayberryNE_CattailA_D2
ASV_2024	Alt_d1_Ctrl_10T
ASV_20240	MayberryNE_TuleA_D2
ASV_20241	Browns_TuleA_D2
ASV_20242	Browns_ThreeSqB_D2
ASV_20243	MayberryNW_TuleC_D2
ASV_20244	MayberryNE_CattailA_D2
ASV_20245	Browns_ThreeSqA_D2
ASV_20248	MayberryNE_CattailA_D1
ASV_20249	Browns_ThreeSqA_D2
ASV_2025	Browns_TuleB_D2
ASV_20250	MayberryNE_CattailA_D1
ASV_20251	MayberrySE_CattailA_D1
ASV_20252	MayberryNE_TuleC_D1
ASV_20253	MayberryNE_CattailA_D2
ASV_20254	MayberryNE_CattailA_D1
ASV_20255	Browns_ThreeSqB_D2
ASV_20257	Ran_d1_Rcc_e40_1
ASV_20258	Ran_d1_Rcc_e40_1
ASV_20259	TS_FW_d1_12_1
ASV_2026	Browns_ThreeSqA_D1
ASV_20260	Ran_d1_Rcc_e40_2
ASV_20261	Ran_d2_Rcc_e40_1
ASV_20262	Ran_d2_Rcc_e40_1
ASV_20263	Ran_d1_Rcc_e40_1
ASV_20264	Ran_d1_Sal_e40_1
ASV_20265	Ran_d1_Rcc_e40_1
ASV_20266	Ran_d1_Rcc_e40_2
ASV_20267	Ran_d2_Rcc_e40_1
ASV_20268	Ran_d1_Sal_e40_1
ASV_20269	Ran_d2_Rcc_e40_2
ASV_20270	Ran_d1_Sal_e40_1
ASV_20271	Ran_d2_Rcc_e40_1
ASV_20272	Alt_d2_FW_14M
ASV_20273	Alt_d1_Ctrl_10T
ASV_20274	Alt_d1_Ctrl_10T
ASV_20275	Alt_d1_Ctrl_10T
ASV_20276	Alt_d1_Ctrl_15T
ASV_20277	Alt_d1_Ctrl_5T
ASV_20278	TL_inc_d1_DI_ctrl_3
ASV_20279	Alt_d1_Ctrl_3T
ASV_20280	Alt_d1_Ctrl_15T
ASV_20281	Alt_d1_Ctrl_5T
ASV_20282	Alt_d1_SAL_12T
ASV_20283	Alt_d1_Ctrl_3T
ASV_20284	Alt_d1_Ctrl_10T
ASV_20285	Ran_d1_Rcc_e40_1
ASV_20286	Alt_d2_Ctrl_3M
ASV_20287	Alt_d1_Ctrl_10T
ASV_20288	Ran_d1_Rcc_e40_1
ASV_20289	TS_FW_d1_12_1
ASV_2029	Browns_ThreeSqA_D1
ASV_20290	TS_FW_d1_12_2
ASV_20291	MayberryNE_TuleB_D2
ASV_20292	Ran_d1_Sal_e40_1
ASV_20294	Browns_ThreeSqA_D2
ASV_20295	Browns_ThreeSqC_D1
ASV_20297	Browns_ThreeSqB_D1
ASV_20298	MayberryNE_CattailA_D2
ASV_20299	Browns_ThreeSqA_D1
ASV_203	Ran_d1_Sal_e40_1
ASV_2030	Browns_ThreeSqA_D1
ASV_20300	MayberryNE_TuleA_D2
ASV_20301	MayberryNE_CattailB_D1
ASV_20302	Browns_ThreeSqA_D1
ASV_20304	Sandmound_CattailA_D1
ASV_20305	MayberryNE_CattailA_D1
ASV_20306	Browns_ThreeSqA_D1
ASV_20307	Browns_ThreeSqB_D1
ASV_20308	Browns_ThreeSqA_D1
ASV_20309	MayberryNE_TuleA_D2
ASV_2031	Ran_d1_Rcc_e40_1
ASV_20310	Browns_ThreeSqA_D1
ASV_20312	Browns_TuleA_D2
ASV_20313	Browns_ThreeSqA_D2
ASV_20314	MayberryNW_CattailA_D1
ASV_20315	Browns_ThreeSqA_D1
ASV_20316	MayberryNE_TuleB_D1
ASV_20317	Browns_ThreeSqC_D1
ASV_20319	Browns_ThreeSqA_D1
ASV_2032	Browns_ThreeSqA_D1
ASV_20320	MayberryNE_TuleA_D2
ASV_20321	Browns_TuleA_D2
ASV_20322	Ran_d1_Rcc_e40_1
ASV_20323	Ran_d1_Rcc_e40_1
ASV_20324	Ran_d1_Rcc_e40_1
ASV_20325	TS_FW_d1_12_1
ASV_20326	Ran_d1_Sal_e40_1
ASV_20327	Ran_d1_Sal_e40_1
ASV_20328	Ran_d1_Sal_e40_1
ASV_20329	Ran_d2_Rcc_e40_2
ASV_2033	Browns_ThreeSqC_D2
ASV_20330	TS_SW_d1_12_2
ASV_20331	Ran_d1_Rcc_e40_2
ASV_20332	Alt_d1_Ctrl_10T
ASV_20333	TL_inc_d1_DI_ctrl_3
ASV_20334	Alt_d1_Ctrl_15T
ASV_20335	TL_inc_d2_ASW_5
ASV_20336	Alt_d1_Ctrl_10T
ASV_20338	TL_inc_d2_ASW_4
ASV_2034	Browns_ThreeSqA_D2
ASV_20340	TL_inc_d1_DI_ctrl_4
ASV_20341	Alt_d2_Ctrl_3M
ASV_20342	Alt_d2_FW_4M
ASV_20343	Alt_d1_Ctrl_3T
ASV_20344	Ran_d2_Rcc_e40_1
ASV_20345	Ran_d2_Sal_e40_1
ASV_20346	Alt_d1_Ctrl_15T
ASV_20347	Alt_d1_SAL_12T
ASV_20349	Alt_d1_SAL_12T
ASV_2035	Ran_d1_Sal_e40_1
ASV_20350	TS_FW_d1_12_1
ASV_20352	MayberryNE_TuleA_D2
ASV_20353	Browns_ThreeSqC_D1
ASV_20354	Browns_ThreeSqA_D1
ASV_20355	Browns_ThreeSqC_D1
ASV_20356	MayberryNE_TuleA_D2
ASV_20357	Browns_ThreeSqC_D1
ASV_20358	Browns_ThreeSqC_D2
ASV_20359	Sandmound_CattailA_D1
ASV_2036	MayberrySE_TuleB_D1
ASV_20361	MayberryNE_TuleA_D2
ASV_20362	Browns_ThreeSqA_D1
ASV_20363	Sandmound_CattailA_D1
ASV_20364	MayberryNE_TuleA_D1
ASV_20365	Browns_ThreeSqA_D1
ASV_20366	MayberryNE_TuleB_D1
ASV_20367	MayberryNE_CattailA_D1
ASV_20369	MayberryNE_TuleA_D1
ASV_2037	Alt_d1_Ctrl_3T
ASV_20370	MayberryNE_CattailB_D1
ASV_20371	MayberryNE_CattailA_D1
ASV_20372	MayberryNE_CattailA_D1
ASV_20374	Browns_ThreeSqA_D1
ASV_20377	WestPond_CattailB_D2
ASV_20378	MayberryNE_CattailA_D2
ASV_20379	Browns_ThreeSqA_D1
ASV_2038	Browns_ThreeSqA_D1
ASV_20380	Browns_ThreeSqB_D2
ASV_20381	Browns_TuleC_D2
ASV_20382	Browns_ThreeSqB_D1
ASV_20383	MayberryNE_TuleB_D2
ASV_20385	Ran_d1_Sal_e40_2
ASV_20386	Ran_d1_Sal_e40_2
ASV_20387	Alt_d1_SAL_6T
ASV_2039	Ran_d1_Rcc_e40_1
ASV_20390	TL_inc_d1_DI_ctrl_3
ASV_20391	TS_FW_d1_12_2
ASV_20392	Alt_d1_Ctrl_10T
ASV_20393	TL_inc_d1_DI_ctrl_3
ASV_20394	Alt_d1_Ctrl_3T
ASV_20395	TL_inc_d2_DI_ctrl_3
ASV_20396	Alt_d1_SAL_13T
ASV_20397	Alt_d1_Ctrl_10T
ASV_20398	Alt_d1_Ctrl_3T
ASV_20399	Alt_d1_Ctrl_5T
ASV_204	TL_inc_d1_ASW_5
ASV_2040	MayberryNE_CattailA_D2
ASV_20400	TL_inc_d1_ASW_5
ASV_20401	Alt_d1_Ctrl_10T
ASV_20402	Alt_d1_Ctrl_15T
ASV_20403	Alt_d1_FW_7T
ASV_20404	Alt_d1_Ctrl_3T
ASV_20405	Alt_d1_SAL_12T
ASV_20406	TS_FW_d1_12_2
ASV_20407	TS_FW_d1_12_1
ASV_20408	Ran_d1_Rcc_e40_2
ASV_20409	Alt_d1_SAL_6T
ASV_2041	Ran_d1_Rcc_e40_1
ASV_20411	MayberryNE_CattailA_D1
ASV_20413	MayberryNE_CattailC_D2
ASV_20414	Alt_d1_FW_4T
ASV_20415	MayberryNE_CattailB_D1
ASV_20416	MayberryNE_TuleB_D2
ASV_20418	Browns_ThreeSqA_D1
ASV_20419	Browns_ThreeSqB_D1
ASV_2042	MayberryNE_CattailA_D1
ASV_20420	MayberryNW_TuleC_D2
ASV_20421	MayberryNE_CattailB_D2
ASV_20422	MayberryNE_CattailA_D2
ASV_20423	Browns_ThreeSqB_D1
ASV_20425	Browns_ThreeSqA_D1
ASV_20426	Browns_ThreeSqB_D1
ASV_20427	Browns_ThreeSqA_D1
ASV_20429	MayberryNE_CattailB_D1
ASV_2043	Ran_d2_Sal_e40_1
ASV_20430	Browns_TuleC_D2
ASV_20431	MayberryNE_TuleB_D2
ASV_20434	Browns_ThreeSqB_D2
ASV_20435	Browns_ThreeSqB_D1
ASV_20438	Browns_ThreeSqB_D1
ASV_20439	MayberryNE_CattailA_D1
ASV_2044	Browns_ThreeSqA_D1
ASV_20440	Browns_ThreeSqC_D1
ASV_20441	Browns_TuleB_D1
ASV_20443	Browns_ThreeSqA_D2
ASV_20444	Ran_d1_Rcc_e40_2
ASV_20445	Ran_d1_Rcc_e40_1
ASV_20446	Ran_d1_Rcc_e40_1
ASV_20447	Ran_d1_Sal_e40_2
ASV_20448	Ran_d1_Rcc_e40_1
ASV_20449	Ran_d1_Rcc_e40_1
ASV_2045	TS_SW_d1_12_2
ASV_20450	Ran_d1_Rcc_e40_1
ASV_20451	Ran_d1_Sal_e40_2
ASV_20453	TS_FW_d1_12_2
ASV_20454	Alt_d1_Ctrl_9T
ASV_20455	Alt_d1_Ctrl_15T
ASV_20456	Alt_d1_Ctrl_10T
ASV_20458	TL_inc_d1_ASW_5
ASV_20459	Alt_d1_Ctrl_5T
ASV_2046	TL_inc_d1_ASW_4
ASV_20460	Alt_d1_Ctrl_10T
ASV_20461	Alt_d1_FW_7T
ASV_20462	Alt_d1_Ctrl_3T
ASV_20463	Alt_d1_Ctrl_3T
ASV_20464	Alt_d2_SAL_13M
ASV_20465	Alt_d1_Ctrl_5T
ASV_20466	TL_inc_d1_ASW_3
ASV_20467	Alt_d1_FW_11T
ASV_20468	Alt_d1_Ctrl_3T
ASV_2047	Ran_d1_Rcc_e40_1
ASV_20470	Alt_d1_SAL_12T
ASV_20471	Alt_d1_Ctrl_10T
ASV_20472	TL_inc_d1_DI_ctrl_3
ASV_20473	Alt_d1_Ctrl_10T
ASV_20474	Ran_d2_Sal_e40_1
ASV_20475	Ran_d1_Sal_e40_2
ASV_20476	Alt_d1_FW_11T
ASV_20477	Ran_d1_Rcc_e40_1
ASV_20478	Alt_d1_Ctrl_10T
ASV_20479	Alt_d1_SAL_12T
ASV_2048	MayberryNE_CattailA_D2
ASV_20480	MayberryNE_CattailA_D1
ASV_20481	TS_SW_d1_12_1
ASV_20482	MayberryNE_CattailA_D1
ASV_20484	Browns_ThreeSqB_D2
ASV_20486	MayberryNE_CattailC_D2
ASV_20487	MayberryNE_TuleA_D2
ASV_20488	Browns_ThreeSqA_D1
ASV_2049	Ran_d1_Rcc_e40_1
ASV_20491	Browns_ThreeSqB_D1
ASV_20492	Sandmound_CattailA_D1
ASV_20493	MayberryNE_CattailA_D2
ASV_20494	MayberryNW_CattailA_D1
ASV_20495	MayberryNE_TuleA_D2
ASV_20496	MayberryNE_TuleB_D1
ASV_20498	Browns_TuleB_D1
ASV_20499	MayberryNE_CattailB_D1
ASV_205	Alt_d1_FW_14T
ASV_2050	Ran_d1_Rcc_e40_1
ASV_20500	MayberryNE_TuleC_D2
ASV_20501	Browns_ThreeSqA_D2
ASV_20503	Browns_ThreeSqA_D1
ASV_20506	MayberrySE_TuleB_D2
ASV_2051	Ran_d1_Rcc_e40_2
ASV_20510	MayberryNE_CattailA_D2
ASV_20511	Browns_ThreeSqA_D1
ASV_20512	Ran_d2_Rcc_e40_1
ASV_20513	Ran_d2_Rcc_e40_2
ASV_20515	Ran_d2_Rcc_e40_1
ASV_20516	Ran_d1_Rcc_e40_2
ASV_20517	Ran_d1_Rcc_e40_1
ASV_20518	Ran_d1_Rcc_e40_2
ASV_2052	Alt_d1_Ctrl_10T
ASV_20521	Alt_d1_Ctrl_10T
ASV_20522	Alt_d1_Ctrl_10T
ASV_20523	Alt_d1_Ctrl_10T
ASV_20524	Alt_d1_Ctrl_10T
ASV_20525	Alt_d1_Ctrl_5T
ASV_20526	Alt_d1_FW_11T
ASV_20527	Alt_d1_Ctrl_10T
ASV_20528	Alt_d1_Ctrl_10T
ASV_20529	Alt_d1_Ctrl_10T
ASV_2053	Ran_d1_Rcc_e40_2
ASV_20530	Alt_d1_Ctrl_10T
ASV_20532	Alt_d1_Ctrl_10T
ASV_20533	Alt_d1_Ctrl_10T
ASV_20534	Alt_d1_Ctrl_9T
ASV_20535	Alt_d1_Ctrl_15T
ASV_20536	TL_inc_d1_DI_ctrl_2
ASV_20537	Alt_d1_Ctrl_10T
ASV_20538	Ran_d1_Rcc_e40_2
ASV_20539	Ran_d2_Rcc_e40_1
ASV_2054	Ran_d1_Rcc_e40_2
ASV_20540	Alt_d1_Ctrl_10T
ASV_20541	TS_FW_d1_12_1
ASV_20542	Alt_d1_Ctrl_15T
ASV_20543	TS_FW_d1_12_2
ASV_20544	Alt_d1_SAL_2T
ASV_20545	Alt_d1_SAL_12T
ASV_20546	MayberryNE_CattailB_D1
ASV_20547	Browns_ThreeSqC_D2
ASV_20548	Browns_TuleC_D1
ASV_20549	MayberryNE_CattailA_D1
ASV_2055	Browns_ThreeSqA_D1
ASV_20550	MayberryNE_CattailA_D1
ASV_20551	MayberryNE_CattailA_D1
ASV_20552	Browns_ThreeSqA_D1
ASV_20553	Browns_ThreeSqA_D1
ASV_20554	Browns_TuleA_D2
ASV_20555	MayberryNW_CattailA_D1
ASV_20556	Browns_ThreeSqA_D2
ASV_20557	Browns_TuleB_D2
ASV_2056	Alt_d1_Ctrl_5T
ASV_20560	MayberryNE_CattailC_D1
ASV_20562	Browns_ThreeSqC_D2
ASV_20563	Sandmound_TuleA_D1
ASV_20564	Browns_TuleA_D2
ASV_20566	MayberryNW_CattailB_D1
ASV_20567	MayberryNW_CattailB_D2
ASV_20568	MayberryNE_CattailB_D2
ASV_20569	Browns_ThreeSqA_D1
ASV_2057	Browns_ThreeSqA_D1
ASV_20571	Browns_ThreeSqA_D2
ASV_20577	Ran_d1_Rcc_e40_1
ASV_20578	Ran_d2_Rcc_e40_1
ASV_20579	Ran_d2_Rcc_e40_1
ASV_2058	Ran_d1_Rcc_e40_1
ASV_20580	Ran_d1_Sal_e40_1
ASV_20581	Ran_d2_Sal_e40_1
ASV_20582	Ran_d1_Rcc_e40_1
ASV_20583	Ran_d1_Rcc_e40_1
ASV_20584	Ran_d1_Rcc_e40_1
ASV_20585	Ran_d1_Sal_e40_2
ASV_20586	Ran_d1_Rcc_e40_1
ASV_20587	Ran_d1_Rcc_e40_2
ASV_20588	Ran_d2_Rcc_e40_1
ASV_20589	Ran_d2_Rcc_e40_1
ASV_2059	Browns_ThreeSqA_D1
ASV_20590	Ran_d1_Sal_e40_2
ASV_20591	TS_FW_d1_12_1
ASV_20592	Alt_d1_Ctrl_15T
ASV_20593	Alt_d1_Ctrl_10T
ASV_20595	Alt_d1_Ctrl_10T
ASV_20596	Alt_d1_Ctrl_5T
ASV_20597	Alt_d1_Ctrl_3T
ASV_20599	TL_inc_d2_DI_ctrl_1
ASV_206	Alt_d1_Ctrl_15T
ASV_2060	Browns_ThreeSqA_D1
ASV_20600	Alt_d1_Ctrl_5T
ASV_20601	Alt_d1_Ctrl_10T
ASV_20602	Alt_d1_SAL_12T
ASV_20603	Alt_d1_Ctrl_3T
ASV_20604	Ran_d2_Rcc_e40_2
ASV_20606	Ran_d1_Rcc_e40_2
ASV_20607	Ran_d1_Rcc_e40_1
ASV_20609	Sandmound_TuleA_D2
ASV_2061	Alt_d1_Ctrl_10T
ASV_20610	Ran_d2_Rcc_e40_1
ASV_20612	WestPond_CattailC_D1
ASV_20613	Browns_ThreeSqC_D1
ASV_20614	Browns_TuleC_D1
ASV_20615	MayberryNE_CattailB_D2
ASV_20616	MayberryNE_CattailA_D2
ASV_20617	Browns_TuleA_D2
ASV_20618	MayberryNE_TuleC_D2
ASV_20619	MayberrySE_CattailA_D2
ASV_2062	MayberrySE_CattailA_D1
ASV_20620	MayberryNE_CattailA_D1
ASV_2063	Ran_d1_Rcc_e40_1
ASV_20630	Browns_TuleC_D1
ASV_20632	Sandmound_ThreeSqA_D2
ASV_20633	Browns_ThreeSqB_D1
ASV_20634	MayberryNE_TuleA_D1
ASV_20635	MayberryNE_CattailA_D1
ASV_20636	MayberryNE_CattailA_D1
ASV_20637	MayberryNE_CattailA_D1
ASV_20638	Browns_ThreeSqB_D1
ASV_2064	Ran_d1_Sal_e40_1
ASV_20640	MayberryNE_CattailA_D1
ASV_20641	MayberryNW_CattailA_D1
ASV_20642	MayberryNE_CattailA_D1
ASV_20643	Browns_TuleB_D2
ASV_20644	Browns_TuleC_D1
ASV_20645	Browns_ThreeSqB_D2
ASV_20648	Browns_ThreeSqB_D2
ASV_2065	Browns_ThreeSqA_D1
ASV_20651	MayberryNW_CattailB_D2
ASV_20653	MayberryNE_CattailA_D1
ASV_20655	Ran_d2_Rcc_e40_2
ASV_20656	Ran_d1_Rcc_e40_1
ASV_20657	Ran_d1_Rcc_e40_2
ASV_20658	Ran_d1_Rcc_e40_2
ASV_20659	Ran_d1_Rcc_e40_1
ASV_2066	Browns_ThreeSqA_D2
ASV_20660	Ran_d2_Rcc_e40_1
ASV_20662	Ran_d2_Rcc_e40_1
ASV_20663	Ran_d2_Rcc_e40_1
ASV_20665	Ran_d1_Sal_e40_1
ASV_20666	Ran_d1_Sal_e40_1
ASV_20669	Alt_d1_Ctrl_3T
ASV_2067	Browns_ThreeSqA_D1
ASV_20670	Alt_d1_Ctrl_10T
ASV_20672	Alt_d1_Ctrl_10T
ASV_20673	Alt_d1_Ctrl_10T
ASV_20674	Alt_d1_Ctrl_10T
ASV_20675	Alt_d1_Ctrl_5T
ASV_20677	Alt_d2_FW_4M
ASV_20678	Alt_d1_Ctrl_10T
ASV_20679	Alt_d2_Ctrl_3M
ASV_2068	Browns_ThreeSqA_D1
ASV_20680	Alt_d1_Ctrl_10T
ASV_20681	Alt_d1_Ctrl_10T
ASV_20682	Alt_d1_Ctrl_5T
ASV_20683	Ran_d2_Sal_e40_1
ASV_20684	Ran_d1_Sal_e40_1
ASV_20687	Alt_d1_FW_1T
ASV_20688	MayberryNE_CattailC_D1
ASV_20689	WestPond_CattailA_D1
ASV_2069	Ran_d1_Rcc_e40_2
ASV_20690	Browns_ThreeSqA_D1
ASV_20691	Browns_ThreeSqA_D1
ASV_20694	Browns_ThreeSqA_D1
ASV_20695	MayberryNE_CattailA_D2
ASV_20696	Browns_TuleC_D1
ASV_20697	MayberryNE_CattailA_D1
ASV_20698	MayberryNE_TuleB_D1
ASV_207	Alt_d1_Ctrl_10T
ASV_2070	Ran_d1_Rcc_e40_1
ASV_20700	MayberryNE_CattailA_D1
ASV_20701	MayberryNE_TuleB_D2
ASV_20703	Browns_TuleC_D2
ASV_20704	MayberryNE_TuleA_D1
ASV_20705	MayberryNE_TuleA_D1
ASV_20706	MayberryNW_TuleC_D1
ASV_20707	Browns_ThreeSqA_D1
ASV_20708	MayberryNE_CattailA_D1
ASV_20709	MayberryNE_CattailA_D2
ASV_2071	Browns_ThreeSqB_D1
ASV_20710	MayberryNE_CattailB_D2
ASV_20711	MayberryNW_TuleB_D2
ASV_20713	MayberrySE_CattailB_D2
ASV_20714	Browns_ThreeSqA_D2
ASV_20717	Browns_ThreeSqA_D1
ASV_20720	MayberryNE_CattailA_D1
ASV_20722	Browns_ThreeSqA_D2
ASV_20723	Browns_TuleB_D1
ASV_20725	Ran_d2_Rcc_e40_2
ASV_20726	Ran_d2_Rcc_e40_1
ASV_20728	Ran_d1_Rcc_e40_1
ASV_20729	Ran_d1_Rcc_e40_1
ASV_2073	MayberryNE_TuleC_D1
ASV_20730	Ran_d1_Rcc_e40_1
ASV_20731	Ran_d2_Rcc_e40_1
ASV_20732	Ran_d2_Rcc_e40_1
ASV_20733	Ran_d1_Rcc_e40_2
ASV_20734	Ran_d1_Rcc_e40_2
ASV_20735	Ran_d1_Rcc_e40_1
ASV_20737	Alt_d1_Ctrl_10T
ASV_20738	Alt_d1_Ctrl_10T
ASV_20739	TL_inc_d1_DI_ctrl_3
ASV_2074	Browns_ThreeSqA_D2
ASV_20740	Alt_d1_Ctrl_10T
ASV_20741	Alt_d1_Ctrl_10T
ASV_20742	Alt_d1_Ctrl_3T
ASV_20743	Alt_d1_Ctrl_10T
ASV_20744	TL_inc_d1_ASW_3
ASV_20745	Alt_d1_Ctrl_10T
ASV_20746	Alt_d1_FW_11T
ASV_20747	Alt_d1_Ctrl_10T
ASV_20748	Alt_d1_Ctrl_10T
ASV_20749	Alt_d1_Ctrl_3T
ASV_2075	Ran_d2_Rcc_e40_1
ASV_20750	Alt_d1_Ctrl_10T
ASV_20751	Ran_d2_Rcc_e40_1
ASV_20754	Alt_d1_FW_14T
ASV_20756	Browns_ThreeSqA_D1
ASV_20757	Browns_ThreeSqB_D1
ASV_20758	Sandmound_CattailA_D1
ASV_2076	Alt_d1_Ctrl_10T
ASV_20760	MayberryNE_TuleA_D1
ASV_20761	Browns_ThreeSqA_D2
ASV_20762	Browns_ThreeSqA_D1
ASV_20764	Browns_ThreeSqA_D1
ASV_20765	Browns_ThreeSqB_D2
ASV_20766	Browns_ThreeSqB_D1
ASV_20768	Browns_ThreeSqB_D2
ASV_20769	Browns_TuleB_D1
ASV_2077	Ran_d1_Rcc_e40_1
ASV_20770	Browns_TuleC_D1
ASV_20771	Browns_ThreeSqA_D1
ASV_20773	MayberryNE_TuleA_D1
ASV_20774	MayberryNE_CattailA_D1
ASV_20776	MayberrySE_CattailC_D1
ASV_20777	Browns_TuleB_D2
ASV_20778	Sandmound_ThreeSqB_D1
ASV_20779	Browns_ThreeSqA_D1
ASV_2078	Alt_d2_Ctrl_9M
ASV_20780	MayberryNE_CattailC_D2
ASV_20781	Browns_TuleC_D2
ASV_20782	MayberryNE_CattailA_D1
ASV_20783	Browns_ThreeSqC_D1
ASV_20785	Ran_d2_Rcc_e40_1
ASV_20787	Ran_d2_Sal_e40_1
ASV_20788	Ran_d1_Rcc_e40_2
ASV_2079	MayberryNE_CattailB_D1
ASV_20790	Ran_d2_Rcc_e40_1
ASV_20791	Ran_d1_Sal_e40_1
ASV_20792	Ran_d1_Sal_e40_1
ASV_20793	Ran_d1_Rcc_e40_2
ASV_20794	Ran_d1_Rcc_e40_1
ASV_20795	TS_FW_d1_12_2
ASV_20796	Alt_d1_Ctrl_15T
ASV_20797	Alt_d1_Ctrl_10T
ASV_20798	Alt_d1_Ctrl_3T
ASV_208	Ran_d1_Rcc_e40_1
ASV_2080	Ran_d1_Sal_e40_1
ASV_20801	Alt_d1_Ctrl_5T
ASV_20802	Alt_d1_FW_1T
ASV_20803	Alt_d1_Ctrl_3T
ASV_20804	Alt_d1_Ctrl_10T
ASV_20805	TL_inc_d1_DI_ctrl_2
ASV_20806	Alt_d1_Ctrl_10T
ASV_20808	Alt_d1_Ctrl_10T
ASV_20809	TL_inc_d1_ASW_3
ASV_2081	Browns_ThreeSqA_D1
ASV_20810	TL_inc_d1_ASW_3
ASV_20811	Alt_d2_Ctrl_9M
ASV_20812	Alt_d1_Ctrl_10T
ASV_20813	Alt_d1_Ctrl_10T
ASV_20814	Alt_d1_Ctrl_10T
ASV_20815	Ran_d1_Rcc_e40_1
ASV_20816	Alt_d1_Ctrl_10T
ASV_20817	Ran_d2_Sal_e40_1
ASV_20818	Alt_d1_Ctrl_10T
ASV_20819	Alt_d1_Ctrl_10T
ASV_2082	Browns_TuleC_D2
ASV_20820	Ran_d1_Rcc_e40_1
ASV_20821	Ran_d2_Rcc_e40_1
ASV_20823	MayberryNE_CattailA_D2
ASV_20824	MayberrySE_CattailC_D1
ASV_20825	MayberryNE_CattailB_D1
ASV_20826	Browns_ThreeSqA_D1
ASV_20827	MayberryNE_CattailA_D1
ASV_20828	MayberryNE_TuleB_D1
ASV_2083	Browns_ThreeSqA_D2
ASV_20830	MayberryNE_CattailA_D1
ASV_20832	Browns_ThreeSqC_D1
ASV_20833	MayberrySE_TuleB_D2
ASV_20834	MayberrySE_TuleB_D1
ASV_20835	MayberryNE_CattailA_D1
ASV_20836	Browns_ThreeSqB_D1
ASV_20837	Browns_ThreeSqB_D1
ASV_20838	MayberryNE_CattailA_D1
ASV_20839	Browns_ThreeSqA_D1
ASV_2084	Browns_ThreeSqA_D1
ASV_20840	Browns_TuleC_D2
