#Sample	chao1	observed_species	shannon	simpson
TS_SW_d2_12_2	3891.27145709	2856.0	9.19043219377	0.991892451074
d1_Ran_0_1	4159.41394336	3377.0	9.61751119434	0.996144490919
d1_Ran_0_2	5353.81591264	4551.0	9.98775629943	0.994283618665
d1_Ran_F_e00_1	4564.2074364	3445.0	9.06038107928	0.98152597918
d1_Ran_F_e00_2	3925.33333333	3090.0	9.09131817715	0.984997490727
d1_Ran_F_e40_1	4645.06482982	3531.0	9.04636834514	0.991515504558
d1_Ran_F_e40_2	5042.63338789	4143.0	9.48174523633	0.993970508414
d1_Rcc_0_1	4874.65992647	3870.0	9.41331542068	0.993324011118
d1_Rcc_F_e00_1	5145.13870968	4006.0	9.20252723775	0.986575874896
d1_Rcc_F_e00_2	4996.93023256	3956.0	9.52024929913	0.99390608577
d1_Rcc_F_e40_1	4757.45251397	3603.0	9.50869517806	0.995073442746
d1_Rcc_F_e40_2	4989.9703125	3936.0	9.11990024828	0.99131159666
d1_Sal_0_1	3784.42685851	2880.0	8.97298934562	0.992975318071
d1_Sal_F_e00_1	4600.46341463	3612.0	8.68840667007	0.980824437133
d1_Sal_F_e00_2	3314.32984293	2234.0	7.30341654708	0.930962467632
d1_Sal_F_e40_1	4149.2262931	3192.0	8.73021702995	0.988613830728
d1_Sal_F_e40_2	4418.50398406	3369.0	8.852967199	0.991749062326
d1_Stw_0_1	2949.65734266	2159.0	6.94924857234	0.921488194937
d1_Stw_F_e00_1	2910.37328767	2152.0	7.90373187627	0.971427408836
d1_Stw_F_e00_2	3687.94411765	2762.0	9.09348895284	0.994961027846
d1_Stw_F_e40_1	3163.04545455	2474.0	8.77716932891	0.991275677602
d2_Ran_0_1	4308.24291498	3351.0	9.1535342074	0.993963276976
d2_Ran_0_2	3641.62935323	2882.0	9.27921433969	0.994989661011
d2_Ran_F_e00_1	3497.66964286	2307.0	7.96571652361	0.985704822093
d2_Ran_F_e40_1	4342.73447537	3537.0	9.73146912543	0.996192824273
d2_Ran_F_e40_2	4927.11538462	3931.0	9.58139618052	0.995721932493
d2_Rcc_0_1	5083.04522613	4134.0	9.74196387056	0.99609972018
d2_Rcc_F_e00_1	3451.44736842	2472.0	7.64452121889	0.973529087348
d2_Rcc_F_e40_1	4498.56790123	3573.0	9.69257960708	0.996027603532
d2_Rcc_F_e40_2	3061.9	2238.0	6.13441679826	0.903844880981
d2_Sal_0_1	4890.97685185	4054.0	8.80571561708	0.966570573044
d2_Sal_F_e00_1	4411.05223881	3324.0	8.46242911615	0.982637082339
d2_Sal_F_e00_2	3537.0	2556.0	6.37108720023	0.871598653187
d2_Sal_F_e40_1	3807.85783133	2846.0	8.55228821608	0.991357298691
d2_Sal_F_e40_2	3572.15594059	2660.0	8.66682286287	0.992260441053
d2_Stw_0_1	2571.40816327	1952.0	6.74753742251	0.92007550891
d2_Stw_F_e00_1	1128.0	648.0	5.80670559469	0.9658545603
d2_Stw_F_e00_2	2998.20689655	2337.0	7.56422823662	0.962945684135
d2_Stw_F_e40_1	4006.98503741	2796.0	9.12214036938	0.995316007592
