"","Estuary","sampleID","Salinity_calcd_ppt","Salinity","Salinity_ppt_all","Conductivity_uS_cm","CH4_pw_air_ppmv","CH4_ug_m2_h","N2O_ug_m2_h","CO2_ug_m2_h","NEE_mgC_m2_m","GEP_mgC_m2_m","PAR_uE_m2_s","CH4_pot_umol_gdw_h","CO2_pot_umol_gdw_h","Cl_mgL","SO4_mgL","NH4_mgL","NO3_mgL","pH","PO4_mgL","Fe_mgL","Acetate_mgL","TotalVFA_uM","SR_umol_cm3_d","AMG_umol_cm3_d","TOC_mgL","TN_mgL","Br_mgL","DIN_mgL","DON_mgL","DOC_mgL","DIC_mgL","Na_mgL","K_mgL","Ca_mgL","Mn_mgL","Mg_mgL","Cu_mgL","Zn_mgL","sed_pH","sed_NH4_mgL","sed_NO3_mgL","sed_PO4_mgL","sed_Cl_mgL","sed_SO4_mgL","sed_per_C","sed_per_N","sed_CN","sed_per_org","sed_per_inorg","sed_Bulk_dens","sed_Fe_mgL","sed_Mn_mgL","sed_Cu_mgL","sed_Zn_mgL","N2_umol_m2_h","SOD_umol_m2_h","NO3_umol_m2_h","NH4_umol_m2_h","SRP_umol_m2_h","DON_umol_m2_h"
"134","Waccamaw","Alt_d2_SAL_13M",NA,"2",2,3846,78,2981.67848346017,NA,74328.3945776129,3.12308938109259,4.45917688098448,1366.45,0.000980333,0.318934097,NA,NA,NA,NA,"6.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9814883788482,1.70101963833143,15.8619499568594,59.4538429482757,40.5461570517243,NA,NA,NA,NA,NA,-0.885549944539783,55.4493105600795,9.80505351036902,0.27976375505129,0.102279222276816,61.8544340334829
"135","Waccamaw","Alt_d1_FW_14T",NA,"NA",NA,NA,NA,8340.84034858992,NA,164685.680812918,7.99214405011036,10.7487601494711,1317.15384615385,0.822272258,4.390714957,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3092484576969,2.46782965184622,13.497385620915,70.3414524308606,29.6585475691394,NA,NA,NA,NA,NA,35.187363339665,351.951736135987,2.37133087614903,-0.0799325014432268,-0.15642704583513,-67.5696078866734
"136","Waccamaw","Alt_d2_FW_14M",NA,"0.1",0.1,225.6,6.4,8340.84034858992,NA,164685.680812918,7.99214405011036,10.7487601494711,1317.15384615385,0.000318494,0.141456868,NA,NA,NA,NA,"6.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4741717141029,1.58060954749577,15.4840085287846,53.4494910899926,46.5505089100074,NA,NA,NA,NA,NA,35.187363339665,351.951736135987,2.37133087614903,-0.0799325014432268,-0.15642704583513,-67.5696078866734
"137","Waccamaw","Alt_d1_Ctrl_15T",NA,"NA",NA,NA,NA,7671.57859161967,NA,174289.806230604,3.08282204975337,6.10714582196474,1259.8,0.210845877,2.488109042,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.257010780856,2.79676703361853,13.679012345679,77.3272699649475,22.6727300350525,NA,NA,NA,NA,NA,88.7972960205288,691.529172158297,11.670145210711,4.10320174075225,-0.469281137505389,-49.0785558861406
"138","Waccamaw","Alt_d2_Ctrl_15M",NA,"0",0,173.1,131.1,7671.57859161967,NA,174289.806230604,3.08282204975337,6.10714582196474,1259.8,0.026403104,0.499560335,NA,NA,NA,NA,"6.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0800054548657,2.13796091416007,13.134012539185,59.8784069651293,40.1215930348707,NA,NA,NA,NA,NA,88.7972960205288,691.529172158297,11.670145210711,4.10320174075225,-0.469281137505389,-49.0785558861406
"139","SF","Sandmound_TuleA_D1",0.593425419,"0.593425419",0.593425419,NA,NA,4.473064042,NA,1481.019832,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.16",NA,NA,NA,NA,NA,NA,NA,1.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,33.42,0.12,15.4,492.4005,51.7,14.9,1.068,15.9312554315847,NA,NA,0.265369101088126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","SF","Sandmound_TuleA_D2",0.593425419,"0.593425419",0.593425419,NA,NA,4.473064042,NA,1481.019832,NA,NA,NA,NA,NA,9434.76935,3.436,NA,NA,"5.91",NA,615.38,NA,NA,NA,NA,NA,0.965,NA,NA,NA,9.863,NA,114758.69,NA,51564.87,272.04,25081.42,3.21,25081.42,5.91,48.13,0.63,14.2,380.024,84.6,14.98,0.965,19.2027109864317,NA,NA,0.274326707875911,26590,783,65,90,NA,NA,NA,NA,NA,NA
"141","SF","Sandmound_TuleB_D1",0.602620915,"0.602620915",0.602620915,NA,NA,-0.282940133,NA,4173.351163,NA,NA,NA,NA,NA,7713.760475,0.8755,NA,NA,"6.27",NA,624.42,NA,NA,NA,NA,NA,1.088,NA,NA,NA,11.77,NA,96669.1,NA,59069.71,1175.01,26016.8,1.35,26016.8,6.27,28.59,0.7,17.8,500.554,39.8,15.15,1.088,15.8956472804341,NA,NA,0.247967848557758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","SF","Sandmound_TuleB_D2",0.602620915,"0.602620915",0.602620915,NA,NA,-0.282940133,NA,4173.351163,NA,NA,NA,NA,NA,7713.760475,0.8755,NA,NA,"5.85",NA,624.42,NA,NA,NA,NA,NA,0.923,NA,NA,NA,11.77,NA,96669.1,NA,59069.71,1175.01,26016.8,1.35,26016.8,5.85,35.32,0.8,13.9,471.485,40.7,13.59,0.923,18.8004044324483,NA,NA,0.258430626977916,28700,587,65,94,NA,NA,NA,NA,NA,NA
"143","SF","Sandmound_TuleC_D1",0.566468299,"0.566468299",0.566468299,NA,NA,0.925883825,NA,1764.463823,NA,NA,NA,NA,NA,19625.1909,17.314,NA,NA,"6.26",NA,3796.41,NA,NA,NA,NA,NA,1.103,NA,NA,NA,17.8,NA,238099.57,371.64,77352.15,3033.7,51492.04,4.77,51492.04,6.26,30,0.42,14.1,463.686,39.7,16.45,1.103,16.8107687324697,NA,NA,0.240423634644275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
